step,lr,train_loss
0,1.500000e-07,8.461893
50,7.650000e-06,7.976575
100,1.515000e-05,7.024527
150,2.265000e-05,6.325659
200,3.015000e-05,5.767702
250,3.765000e-05,5.306511
300,4.515000e-05,4.960790
350,5.265000e-05,4.738574
400,6.015000e-05,4.491132
450,6.765000e-05,4.263715
500,7.515000e-05,4.136795
550,8.265000e-05,3.927999
600,9.015000e-05,3.823325
650,9.765000e-05,3.833361
700,1.051500e-04,3.714422
750,1.126500e-04,3.675720
800,1.201500e-04,3.540375
850,1.276500e-04,3.456350
900,1.351500e-04,3.329277
950,1.426500e-04,3.332101
1000,1.501500e-04,3.316778
1050,1.576500e-04,3.206470
1100,1.651500e-04,3.241431
1150,1.726500e-04,3.095400
1200,1.801500e-04,3.038453
1250,1.876500e-04,3.064775
1300,1.951500e-04,3.013042
1350,2.026500e-04,2.994152
1400,2.101500e-04,2.983955
1450,2.176500e-04,2.951171
1500,2.251500e-04,2.878894
1550,2.326500e-04,2.813214
1600,2.401500e-04,2.844360
1650,2.476500e-04,2.740189
1700,2.551500e-04,2.750851
1750,2.626500e-04,2.680241
1800,2.701500e-04,2.673114
1850,2.776500e-04,2.751783
1900,2.851500e-04,2.586626
1950,2.926500e-04,2.607385
2000,3.000000e-04,2.547041
2050,2.999937e-04,2.556710
2100,2.999750e-04,2.461298
2150,2.999437e-04,2.567173
2200,2.998999e-04,2.475924
2250,2.998435e-04,2.468806
2300,2.997747e-04,2.442724
2350,2.996934e-04,2.367691
2400,2.995996e-04,2.348456
2450,2.994932e-04,2.470577
2500,2.993745e-04,2.344407
2550,2.992432e-04,2.354726
2600,2.990995e-04,2.364947
2650,2.989434e-04,2.333080
2700,2.987749e-04,2.292192
2750,2.985939e-04,2.294569
2800,2.984006e-04,2.229713
2850,2.981949e-04,2.292684
2900,2.979768e-04,2.226094
2950,2.977464e-04,2.212269
3000,2.975037e-04,2.216699
3050,2.972487e-04,2.240031
3100,2.969814e-04,2.167756
