step,lr,train_loss
0,1.500000e-07,8.480759
50,7.650000e-06,8.030896
100,1.515000e-05,7.091281
150,2.265000e-05,6.442399
200,3.015000e-05,5.860005
250,3.765000e-05,5.318109
300,4.515000e-05,4.965206
350,5.265000e-05,4.644426
400,6.015000e-05,4.440990
450,6.765000e-05,4.373528
500,7.515000e-05,4.043015
550,8.265000e-05,3.881510
600,9.015000e-05,3.856926
650,9.765000e-05,3.706185
700,1.051500e-04,3.687012
750,1.126500e-04,3.534003
800,1.201500e-04,3.460539
850,1.276500e-04,3.497303
900,1.351500e-04,3.394559
950,1.426500e-04,3.241973
1000,1.501500e-04,3.155201
1050,1.576500e-04,3.093595
1100,1.651500e-04,3.082798
1150,1.726500e-04,3.030152
1200,1.801500e-04,2.955240
1250,1.876500e-04,2.956788
1300,1.951500e-04,2.947066
1350,2.026500e-04,2.863649
1400,2.101500e-04,2.847294
1450,2.176500e-04,2.899194
1500,2.251500e-04,2.757317
1550,2.326500e-04,2.778189
1600,2.401500e-04,2.726503
1650,2.476500e-04,2.680496
1700,2.551500e-04,2.648164
1750,2.626500e-04,2.733551
1800,2.701500e-04,2.660495
1850,2.776500e-04,2.584184
1900,2.851500e-04,2.556207
1950,2.926500e-04,2.567397
2000,3.000000e-04,2.629403
2050,2.999937e-04,2.523107
2100,2.999750e-04,2.474483
2150,2.999437e-04,2.493140
2200,2.998999e-04,2.475448
2250,2.998435e-04,2.419624
2300,2.997747e-04,2.418442
2350,2.996934e-04,2.364349
2400,2.995996e-04,2.392305
2450,2.994932e-04,2.287961
2500,2.993745e-04,2.352541
2550,2.992432e-04,2.353636
2600,2.990995e-04,2.309726
2650,2.989434e-04,2.316675
2700,2.987749e-04,2.283422
2750,2.985939e-04,2.270937
2800,2.984006e-04,2.275894
2850,2.981949e-04,2.186581
2900,2.979768e-04,2.196481
2950,2.977464e-04,2.263150
3000,2.975037e-04,2.248507
3050,2.972487e-04,2.250127
3100,2.969814e-04,2.238237
3150,2.967019e-04,2.087554
3200,2.964102e-04,2.133965
3250,2.961063e-04,2.069188
3300,2.957902e-04,2.118734
3350,2.954620e-04,2.107553
3400,2.951217e-04,2.099233
3450,2.947694e-04,2.113161
3500,2.944050e-04,2.136716
3550,2.940286e-04,2.111959
3600,2.936402e-04,2.034244
3650,2.932399e-04,2.011823
3700,2.928277e-04,2.008430
3750,2.924037e-04,1.997700
3800,2.919678e-04,2.073051
3850,2.915202e-04,2.029238
3900,2.910608e-04,2.048413
3950,2.905898e-04,2.009225
4000,2.901071e-04,2.083757
4050,2.896128e-04,1.989288
4100,2.891069e-04,2.017045
4150,2.885895e-04,2.104475
4200,2.880607e-04,2.016568
4250,2.875204e-04,2.080844
4300,2.869688e-04,1.956180
4350,2.864059e-04,2.018257
4400,2.858317e-04,2.009726
4450,2.852463e-04,2.007686
4500,2.846498e-04,1.992192
4550,2.840421e-04,2.061201
4600,2.834235e-04,1.992415
4650,2.827938e-04,2.008921
4700,2.821532e-04,1.987124
4750,2.815018e-04,1.995068
4800,2.808395e-04,1.995777
4850,2.801665e-04,2.012428
4900,2.794828e-04,1.930196
4950,2.787885e-04,1.962672
5000,2.780837e-04,2.004328
5050,2.773683e-04,1.902458
5100,2.766426e-04,1.967545
5150,2.759065e-04,1.860636
5200,2.751601e-04,1.892500
5250,2.744035e-04,1.963457
5300,2.736367e-04,1.877354
5350,2.728599e-04,1.884344
5400,2.720730e-04,1.875890
5450,2.712762e-04,1.972204
5500,2.704696e-04,1.921449
5550,2.696532e-04,1.872870
5600,2.688271e-04,1.902148
5650,2.679914e-04,1.957227
5700,2.671461e-04,1.898986
5750,2.662913e-04,1.948001
5800,2.654271e-04,1.818451
5850,2.645537e-04,1.888942
5900,2.636710e-04,1.822130
5950,2.627791e-04,1.905665
6000,2.618782e-04,1.967064
6050,2.609683e-04,1.885813
6100,2.600495e-04,1.909951
6150,2.591218e-04,1.799980
6200,2.581855e-04,1.885422
6250,2.572405e-04,1.879369
6300,2.562869e-04,1.848467
6350,2.553249e-04,1.843503
6400,2.543545e-04,1.785704
6450,2.533758e-04,1.949073
6500,2.523889e-04,1.846742
6550,2.513940e-04,1.780725
6600,2.503910e-04,1.937377
6650,2.493801e-04,1.877256
6700,2.483613e-04,1.872182
6750,2.473348e-04,1.890364
6800,2.463007e-04,1.990895
6850,2.452591e-04,1.862931
6900,2.442100e-04,1.745610
6950,2.431536e-04,1.862554
7000,2.420899e-04,1.834743
7050,2.410190e-04,1.811051
7100,2.399412e-04,1.813763
7150,2.388563e-04,1.793610
7200,2.377646e-04,1.833668
7250,2.366662e-04,1.787584
7300,2.355611e-04,1.861595
7350,2.344495e-04,1.838754
7400,2.333315e-04,1.798500
7450,2.322071e-04,1.829795
7500,2.310764e-04,1.806471
