step,lr,train_loss
0,1.500000e-07,8.471343
50,7.650000e-06,8.011343
100,1.515000e-05,7.113865
150,2.265000e-05,6.381359
200,3.015000e-05,5.812634
250,3.765000e-05,5.342597
300,4.515000e-05,4.997324
350,5.265000e-05,4.798963
400,6.015000e-05,4.558001
450,6.765000e-05,4.365036
500,7.515000e-05,4.265648
550,8.265000e-05,4.072155
600,9.015000e-05,3.998449
650,9.765000e-05,4.026506
700,1.051500e-04,3.917530
750,1.126500e-04,3.887496
800,1.201500e-04,3.764378
850,1.276500e-04,3.713421
900,1.351500e-04,3.606473
950,1.426500e-04,3.618451
1000,1.501500e-04,3.619900
1050,1.576500e-04,3.545739
1100,1.651500e-04,3.583715
1150,1.726500e-04,3.475787
1200,1.801500e-04,3.431562
1250,1.876500e-04,3.446367
1300,1.951500e-04,3.411963
1350,2.026500e-04,3.409456
1400,2.101500e-04,3.387800
1450,2.176500e-04,3.361903
1500,2.251500e-04,3.303897
1550,2.326500e-04,3.252738
1600,2.401500e-04,3.278923
1650,2.476500e-04,3.176810
1700,2.551500e-04,3.188496
1750,2.626500e-04,3.130508
1800,2.701500e-04,3.097351
1850,2.776500e-04,3.176604
1900,2.851500e-04,3.028626
1950,2.926500e-04,3.043941
2000,3.000000e-04,2.977443
2050,2.999937e-04,2.996044
2100,2.999750e-04,2.892220
2150,2.999437e-04,2.963997
2200,2.998999e-04,2.899187
2250,2.998435e-04,2.896108
2300,2.997747e-04,2.849637
2350,2.996934e-04,2.761729
2400,2.995996e-04,2.757605
2450,2.994932e-04,2.846678
2500,2.993745e-04,2.745271
2550,2.992432e-04,2.747403
2600,2.990995e-04,2.752748
2650,2.989434e-04,2.735149
2700,2.987749e-04,2.666065
2750,2.985939e-04,2.692217
2800,2.984006e-04,2.607900
2850,2.981949e-04,2.669342
2900,2.979768e-04,2.612601
2950,2.977464e-04,2.593894
3000,2.975037e-04,2.580426
3050,2.972487e-04,2.586805
3100,2.969814e-04,2.523054
3150,2.967019e-04,2.518005
3200,2.964102e-04,2.505244
3250,2.961063e-04,2.423135
3300,2.957902e-04,2.495709
3350,2.954620e-04,2.503273
3400,2.951217e-04,2.468801
3450,2.947694e-04,2.462215
3500,2.944050e-04,2.459726
3550,2.940286e-04,2.421526
3600,2.936402e-04,2.524186
3650,2.932399e-04,2.446186
3700,2.928277e-04,2.415688
3750,2.924037e-04,2.352391
3800,2.919678e-04,2.431860
3850,2.915202e-04,2.362881
3900,2.910608e-04,2.299477
3950,2.905898e-04,2.381604
4000,2.901071e-04,2.325292
4050,2.896128e-04,2.327013
4100,2.891069e-04,2.313358
4150,2.885895e-04,2.232082
4200,2.880607e-04,2.401935
4250,2.875204e-04,2.294104
4300,2.869688e-04,2.293747
4350,2.864059e-04,2.290660
4400,2.858317e-04,2.253724
4450,2.852463e-04,2.325538
4500,2.846498e-04,2.241154
4550,2.840421e-04,2.350053
4600,2.834235e-04,2.221876
4650,2.827938e-04,2.167397
4700,2.821532e-04,2.288767
4750,2.815018e-04,2.198694
4800,2.808395e-04,2.186238
4850,2.801665e-04,2.250843
4900,2.794828e-04,2.154279
4950,2.787885e-04,2.217361
5000,2.780837e-04,2.164262
5050,2.773683e-04,2.180209
5100,2.766426e-04,2.168446
5150,2.759065e-04,2.180588
5200,2.751601e-04,2.156953
5250,2.744035e-04,2.199958
5300,2.736367e-04,2.111730
5350,2.728599e-04,2.185743
5400,2.720730e-04,2.174666
5450,2.712762e-04,2.162412
5500,2.704696e-04,2.070467
5550,2.696532e-04,2.208451
5600,2.688271e-04,2.140808
5650,2.679914e-04,2.167897
5700,2.671461e-04,2.133142
5750,2.662913e-04,2.112440
5800,2.654271e-04,2.092670
5850,2.645537e-04,2.131334
5900,2.636710e-04,2.260250
5950,2.627791e-04,2.115667
6000,2.618782e-04,2.086561
6050,2.609683e-04,2.233609
6100,2.600495e-04,2.083082
6150,2.591218e-04,2.070622
6200,2.581855e-04,2.148541
6250,2.572405e-04,2.009092
6300,2.562869e-04,2.130800
6350,2.553249e-04,2.169456
6400,2.543545e-04,2.108468
6450,2.533758e-04,2.070109
6500,2.523889e-04,2.037612
6550,2.513940e-04,2.058257
6600,2.503910e-04,1.994879
6650,2.493801e-04,2.113474
6700,2.483613e-04,2.048240
6750,2.473348e-04,2.042769
6800,2.463007e-04,2.057708
6850,2.452591e-04,1.995578
6900,2.442100e-04,2.011361
6950,2.431536e-04,1.981985
7000,2.420899e-04,2.094884
7050,2.410190e-04,2.006295
7100,2.399412e-04,2.007981
7150,2.388563e-04,1.920611
7200,2.377646e-04,1.992524
7250,2.366662e-04,2.141655
7300,2.355611e-04,1.980201
7350,2.344495e-04,1.995764
7400,2.333315e-04,2.061533
7450,2.322071e-04,1.982527
7500,2.310764e-04,1.991481
7550,2.299397e-04,1.937767
7600,2.287969e-04,1.979686
7650,2.276482e-04,1.933729
7700,2.264937e-04,1.939748
7750,2.253334e-04,2.031335
7800,2.241676e-04,1.995282
7850,2.229963e-04,1.964755
7900,2.218197e-04,1.993396
7950,2.206377e-04,1.959204
8000,2.194506e-04,2.026645
8050,2.182585e-04,1.935482
8100,2.170614e-04,1.978323
8150,2.158595e-04,1.924223
8200,2.146528e-04,1.898718
8250,2.134416e-04,2.044067
8300,2.122258e-04,1.979031
8350,2.110057e-04,1.984748
8400,2.097813e-04,1.951997
8450,2.085528e-04,2.033973
8500,2.073202e-04,1.969704
8550,2.060837e-04,1.991384
8600,2.048434e-04,1.948420
8650,2.035994e-04,1.950588
8700,2.023518e-04,1.925648
8750,2.011008e-04,1.907739
8800,1.998464e-04,2.009415
8850,1.985887e-04,1.881914
8900,1.973280e-04,1.909203
8950,1.960643e-04,1.979082
9000,1.947976e-04,1.882928
9050,1.935283e-04,2.003823
9100,1.922562e-04,2.019515
9150,1.909817e-04,1.983758
9200,1.897047e-04,2.015695
9250,1.884254e-04,1.894959
9300,1.871440e-04,1.884689
9350,1.858605e-04,2.054518
9400,1.845751e-04,1.861105
9450,1.832879e-04,1.931710
9500,1.819989e-04,1.907996
9550,1.807084e-04,1.855068
9600,1.794164e-04,1.885358
9650,1.781231e-04,1.871952
9700,1.768286e-04,1.930988
9750,1.755330e-04,1.803832
9800,1.742364e-04,1.828924
9850,1.729390e-04,1.957019
9900,1.716408e-04,1.836632
