step,lr,train_loss
0,1.500000e-07,8.481502
50,7.650000e-06,7.983441
100,1.515000e-05,7.060154
150,2.265000e-05,6.417234
200,3.015000e-05,5.841677
250,3.765000e-05,5.303234
300,4.515000e-05,4.990012
350,5.265000e-05,4.691383
400,6.015000e-05,4.518429
450,6.765000e-05,4.480878
500,7.515000e-05,4.200048
550,8.265000e-05,4.087366
600,9.015000e-05,4.062618
650,9.765000e-05,3.971549
700,1.051500e-04,3.958146
750,1.126500e-04,3.838810
800,1.201500e-04,3.784765
850,1.276500e-04,3.826884
900,1.351500e-04,3.758929
950,1.426500e-04,3.634895
1000,1.501500e-04,3.585833
1050,1.576500e-04,3.518817
1100,1.651500e-04,3.541365
1150,1.726500e-04,3.498011
1200,1.801500e-04,3.434056
1250,1.876500e-04,3.454849
1300,1.951500e-04,3.468365
1350,2.026500e-04,3.354113
1400,2.101500e-04,3.377935
1450,2.176500e-04,3.425364
1500,2.251500e-04,3.316140
1550,2.326500e-04,3.336395
1600,2.401500e-04,3.280450
1650,2.476500e-04,3.242506
1700,2.551500e-04,3.196664
1750,2.626500e-04,3.296470
1800,2.701500e-04,3.236906
1850,2.776500e-04,3.175498
1900,2.851500e-04,3.128042
1950,2.926500e-04,3.139234
2000,3.000000e-04,3.216277
2050,2.999937e-04,3.107597
2100,2.999750e-04,3.063850
2150,2.999437e-04,3.096550
2200,2.998999e-04,3.065914
2250,2.998435e-04,2.992582
2300,2.997747e-04,2.999680
2350,2.996934e-04,2.949775
2400,2.995996e-04,2.965858
2450,2.994932e-04,2.880388
2500,2.993745e-04,2.929268
2550,2.992432e-04,2.930186
2600,2.990995e-04,2.886783
2650,2.989434e-04,2.883608
2700,2.987749e-04,2.836535
2750,2.985939e-04,2.853534
2800,2.984006e-04,2.847325
2850,2.981949e-04,2.760202
2900,2.979768e-04,2.765063
2950,2.977464e-04,2.807987
3000,2.975037e-04,2.834292
3050,2.972487e-04,2.823905
3100,2.969814e-04,2.792201
3150,2.967019e-04,2.626778
3200,2.964102e-04,2.670774
3250,2.961063e-04,2.603639
3300,2.957902e-04,2.667166
3350,2.954620e-04,2.639097
3400,2.951217e-04,2.614125
3450,2.947694e-04,2.619469
3500,2.944050e-04,2.640605
3550,2.940286e-04,2.609965
3600,2.936402e-04,2.540191
3650,2.932399e-04,2.521902
3700,2.928277e-04,2.496880
3750,2.924037e-04,2.488791
3800,2.919678e-04,2.557893
3850,2.915202e-04,2.494805
3900,2.910608e-04,2.512259
3950,2.905898e-04,2.477100
4000,2.901071e-04,2.565207
4050,2.896128e-04,2.437054
4100,2.891069e-04,2.464805
4150,2.885895e-04,2.566511
4200,2.880607e-04,2.460098
4250,2.875204e-04,2.542498
4300,2.869688e-04,2.404343
4350,2.864059e-04,2.438474
4400,2.858317e-04,2.446580
4450,2.852463e-04,2.453835
4500,2.846498e-04,2.415389
4550,2.840421e-04,2.493175
4600,2.834235e-04,2.403112
4650,2.827938e-04,2.407938
4700,2.821532e-04,2.401839
4750,2.815018e-04,2.405401
4800,2.808395e-04,2.413073
4850,2.801665e-04,2.406595
4900,2.794828e-04,2.333591
4950,2.787885e-04,2.335043
5000,2.780837e-04,2.383339
5050,2.773683e-04,2.281660
5100,2.766426e-04,2.338356
5150,2.759065e-04,2.214080
5200,2.751601e-04,2.256917
5250,2.744035e-04,2.345617
5300,2.736367e-04,2.253411
5350,2.728599e-04,2.236110
5400,2.720730e-04,2.231200
5450,2.712762e-04,2.325925
5500,2.704696e-04,2.264563
5550,2.696532e-04,2.202790
5600,2.688271e-04,2.244040
5650,2.679914e-04,2.314185
5700,2.671461e-04,2.248006
5750,2.662913e-04,2.286413
5800,2.654271e-04,2.158195
5850,2.645537e-04,2.205261
